,translation
14,"{'prefix': 'translate English to Hinglish: ', 'input': 'The box office  gross is more important than critics acceptance for these blockbuster type movies', 'target': 'Box office mein tho iska itna important huva ki sabhi critics ko accept kiya aur blockbuster type ka movies banaya'}"
15,"{'prefix': 'translate English to Hinglish: ', 'input': ""I don't like how they made a whole new story line."", 'target': 'muje us new story line ko bilkul pasand nahi aaya'}"
16,"{'prefix': 'translate English to Hinglish: ', 'input': 'They ruined it for me', 'target': 'voh tho itna ruined ho gaya'}"
17,"{'prefix': 'translate English to Hinglish: ', 'input': 'although critics can affect word of mouth to an extent', 'target': 'critics toh itna bekar nikla'}"
18,"{'prefix': 'translate English to Hinglish: ', 'input': 'Batman as a billionaire', 'target': 'batman tho billionaire ho gaya'}"
19,"{'prefix': 'translate English to Hinglish: ', 'input': 'yeah right!', 'target': 'haan yar'}"
20,"{'prefix': 'translate English to Hinglish: ', 'input': ""Isn't that what he always was?"", 'target': 'kya voh hamesa aise hi hein?'}"
21,"{'prefix': 'translate English to Hinglish: ', 'input': 'But they make it the main focus.', 'target': 'But weh ise main focus bnate hai.'}"
22,"{'prefix': 'translate English to Hinglish: ', 'input': 'Batman I know, was humble', 'target': 'Batman mujhe pta hai, humble tha'}"
23,"{'prefix': 'translate English to Hinglish: ', 'input': 'The lack of intellectual development for the main characters was my problem. Especially concerning Lex Luthor', 'target': 'Main characters ke liye intellectual development mere liye problem thi. Khaaskar Lex Luthor se sambhandit'}"
24,"{'prefix': 'translate English to Hinglish: ', 'input': 'Have you seen this movie?', 'target': 'Kya tumne yeh movie dekhi hai?'}"
25,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yes I have', 'target': 'Han maine dekhi'}"
26,"{'prefix': 'translate English to Hinglish: ', 'input': 'What was your favorite part?', 'target': 'Tumhara favourite part kya hai?'}"
27,"{'prefix': 'translate English to Hinglish: ', 'input': 'Lex L uthor was the worse villain ever', 'target': 'Lex Luthor sabse bura villain tha'}"
28,"{'prefix': 'translate English to Hinglish: ', 'input': 'You think?', 'target': 'Tumne socha?'}"
29,"{'prefix': 'translate English to Hinglish: ', 'input': ""This wasn't a memorable movie. It got me through a bucket of popcorn at the moment I was watching, but you forget about it soon after"", 'target': 'Wo ek yaadgaar movie nhi thi. Jab main isse dekh rha tha tab mujhe popcorn ki bucket lene ka khayal aaya, but tum jldi hi bhool jaoge baad mein'}"
30,"{'prefix': 'translate English to Hinglish: ', 'input': 'hahaha', 'target': 'hahaha'}"
31,"{'prefix': 'translate English to Hinglish: ', 'input': 'Did people know that they were super heroes? ', 'target': 'Kya logon ko pata tha that they were super heroes?'}"
32,"{'prefix': 'translate English to Hinglish: ', 'input': 'The best part was Wonder Woman action scenes  in the final act', 'target': 'Wonder Woman action scenes final act mein best part tha'}"
33,"{'prefix': 'translate English to Hinglish: ', 'input': 'I love Wonder Woman', 'target': 'mein Wonder Woman ko love karta hun'}"
34,"{'prefix': 'translate English to Hinglish: ', 'input': 'Wonder Woman is the right name for her cause I always wonder why they took so long to get her into the movies', 'target': 'Wonder Woman uske liye sahi naam hai cause I always wonder why they took so long to get her into the movies'}"
35,"{'prefix': 'translate English to Hinglish: ', 'input': 'haha', 'target': 'haha'}"
36,"{'prefix': 'translate English to Hinglish: ', 'input': 'I agree!!!!', 'target': 'I agree!!!!'}"
37,"{'prefix': 'translate English to Hinglish: ', 'input': 'I love a good superhero movie! Iron Man is a good one.', 'target': 'mujhe good superhero movie achi lagti hai! Iron Man achi movie hai'}"
38,"{'prefix': 'translate English to Hinglish: ', 'input': 'hello', 'target': 'hello'}"
39,"{'prefix': 'translate English to Hinglish: ', 'input': 'have you seen the mmovie?', 'target': 'kya tumne move dekhi hai?'}"
40,"{'prefix': 'translate English to Hinglish: ', 'input': 'Hi!', 'target': 'Hi!'}"
41,"{'prefix': 'translate English to Hinglish: ', 'input': 'I saw it many years ago', 'target': 'maine kafi years pehle dekhi'}"
42,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yes, same!', 'target': 'haan, same!'}"
43,"{'prefix': 'translate English to Hinglish: ', 'input': 'And just recently as well. I really do enjoy Robert Downey Jr as Iron Man.', 'target': 'Aur abhi recent mein. main Robert Downey Jr ko as Iron Man kafi enjoy karta hun.'}"
44,"{'prefix': 'translate English to Hinglish: ', 'input': ""I can't believe it has been 10 years since it came out. That's crazy."", 'target': ""Mujhe believe nahi hota ki isey aaye huye 10 saal ho gaye. That's crazy.""}"
45,"{'prefix': 'translate English to Hinglish: ', 'input': 'I know, it feels like cou ple years', 'target': 'mujhe pata hai, lagta hai couple years hi huye hain'}"
46,"{'prefix': 'translate English to Hinglish: ', 'input': 'I like Robert Downey too', 'target': 'Mujhe bhi Robert Downey acha lagta hai'}"
47,"{'prefix': 'translate English to Hinglish: ', 'input': 'Time flies. Haha. ', 'target': 'Time fly ho jata hai. haha'}"
48,"{'prefix': 'translate English to Hinglish: ', 'input': 'Would you watch it again?', 'target': 'Kya tum isey dobara dekhoge?'}"
49,"{'prefix': 'translate English to Hinglish: ', 'input': 'Definitely!', 'target': 'Definitely!'}"
50,"{'prefix': 'translate English to Hinglish: ', 'input': 'Did you see it on the big screen the first time?', 'target': 'Kya tumne pehli baar isko big screen par dekha tha?'}"
51,"{'prefix': 'translate English to Hinglish: ', 'input': 'I normally do agree with Rotten Tomatoes scores. A 94 for this movie is pretty good.', 'target': 'Main Rotten Tomatoes scores se normally agree karta hun. Is movie ke liye 94 kafi good tha.'}"
52,"{'prefix': 'translate English to Hinglish: ', 'input': 'I saw it on DVD but still was fun', 'target': 'Maine isey DVD par dekha par still ye mazedaar tha'}"
53,"{'prefix': 'translate English to Hinglish: ', 'input': 'Honestly... not sure! Ha!', 'target': 'Honestly... confirm nahi hai! Ha!'}"
54,"{'prefix': 'translate English to Hinglish: ', 'input': ""I don't totally trust critics, they give biased reviews"", 'target': 'Main critics par poori tarah bharosa nahin karta, woh biased reviews dete hain'}"
55,"{'prefix': 'translate English to Hinglish: ', 'input': ""Wasn't there a sequel  to this movie?"", 'target': 'Kya is movie ka sequel nahin tha?'}"
56,"{'prefix': 'translate English to Hinglish: ', 'input': ""I don't totally trust them either. I never let reviews stop me from watching a film."", 'target': 'Main poori tarah se un par bharosa nahin karta. Mainne kabhi bhi apney aap ko reviews key based per movie dekhney se nahin roka.'}"
57,"{'prefix': 'translate English to Hinglish: ', 'input': 'I think it is best to decide for yourself', 'target': 'Mujhe lagata hai ki apne se decide karna sabse achchha hai'}"
58,"{'prefix': 'translate English to Hinglish: ', 'input': 'I usually watch a movie if I like the actors', 'target': 'Main aksar woh movie dekta hoon jis main merey pasand ke actors hotey hai'}"
59,"{'prefix': 'translate English to Hinglish: ', 'input': 'I believe there was an Iron man 2 and 3!', 'target': 'Mera maanna \u200b\u200bhai ki Iron man 2 aur 3 tha!'}"
60,"{'prefix': 'translate English to Hinglish: ', 'input': 'I forgot that Jeff bridges was in this cast!!', 'target': 'Main bhool gaya ki Jeff bridges is cast mein tha!!'}"
61,"{'prefix': 'translate English to Hinglish: ', 'input': 'Likewise!!', 'target': 'Isee tarah !!'}"
62,"{'prefix': 'translate English to Hinglish: ', 'input': 'I really did like the end of this movie. Especially when Tony Stark reveals his identity as Iron Man.', 'target': 'Mujhe vaastav mein is movie ka end pasand aaya.  Khaasakar jab Tony Stark  ne Iron Man ke roop mein apni pehchaan bataye.'}"
63,"{'prefix': 'translate English to Hinglish: ', 'input': ""I don't remember details but the entire movie was enjoyable"", 'target': 'muje kuch yaad nahi hein lekin pura movie tho enjoy kar raha tha'}"
64,"{'prefix': 'translate English to Hinglish: ', 'input': 'As well as when Stark defeats Stane on top of his building.', 'target': 'tab shark tho stane ko defeat kar raha tha us uper vali building se'}"
65,"{'prefix': 'translate English to Hinglish: ', 'input': ""You'll have to watch it again and refresh your memory!!!"", 'target': 'aap dusre baar is movie ko dekho aur yaadon ko refresh karo'}"
66,"{'prefix': 'translate English to Hinglish: ', 'input': 'I think I recall that', 'target': 'mein bhi kuch aaise hi sochtha tha'}"
67,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yes, I do need to watch it again', 'target': 'haa.. mein jarur dekhunga'}"
68,"{'prefix': 'translate English to Hinglish: ', 'input': 'maybe during spring break', 'target': 'spring ka break mein dekh lunga'}"
69,"{'prefix': 'translate English to Hinglish: ', 'input': 'Perfect! You can follow up with the sequels. Haha', 'target': 'perfect ! aap sequels bhi followup karo.. ha ha'}"
70,"{'prefix': 'translate English to Hinglish: ', 'input': ""it's one of those movies you can just pick up and watch any time"", 'target': 'yeh in movies mein yek hein, aap abhi hi pick up karo aur kabhi bhi watch kar sakthe hein'}"
71,"{'prefix': 'translate English to Hinglish: ', 'input': ""you don't really need to know the background"", 'target': 'aap ko tho yeh background ko patha hi nahi'}"
72,"{'prefix': 'translate English to Hinglish: ', 'input': ""Definitely! Even for the sequels. Still enjoyable. Well, it's been nice chatting! Enjoy the rest of your day."", 'target': 'Definitely! mein sequels bhi dekh lunga.. bahut maja aayaga.. tho apse chat karne se ache laga... rest of the day enjoy karo..'}"
73,"{'prefix': 'translate English to Hinglish: ', 'input': 'HI', 'target': 'namaste'}"
74,"{'prefix': 'translate English to Hinglish: ', 'input': 'DID YOU SEE THIS FILM  WONDER WOMAN', 'target': 'kya aapne wonder woman film  dekha hai'}"
75,"{'prefix': 'translate English to Hinglish: ', 'input': 'YES ', 'target': 'haa'}"
76,"{'prefix': 'translate English to Hinglish: ', 'input': 'DO U LIKE THIS FILM?', 'target': 'kya yah film aap ko pasand hai?'}"
77,"{'prefix': 'translate English to Hinglish: ', 'input': 'S I LIKE THIS FILM', 'target': 'mujhe ye film pasand hai'}"
78,"{'prefix': 'translate English to Hinglish: ', 'input': 'IT IS BASED ON DC COMISC. THE DISTRIBUTED BY WAMER BROS. PICTURES', 'target': 'yah dc comic par aadharit hai. wamer bros pictures  ne vitarit kiya hai'}"
79,"{'prefix': 'translate English to Hinglish: ', 'input': 'YEAH IT IS A  FAMOUS DC COMICS. ', 'target': 'Haan wo ek famous DC Comics hai'}"
80,"{'prefix': 'translate English to Hinglish: ', 'input': 'GOOD', 'target': 'Accha'}"
81,"{'prefix': 'translate English to Hinglish: ', 'input': 'THIS IS  German Army (German Empire) ', 'target': 'Yeh hai German Army (German Empire)'}"
82,"{'prefix': 'translate English to Hinglish: ', 'input': 'yes i know. The term Deutsches Heer is also used for the modern German Army, the land component of the Bundeswehr.', 'target': 'Haan main jaanta hu. Ye term Deutsches Heer modern German Army k lie bhi use hoto hai. Bundeswehr ka land component'}"
83,"{'prefix': 'translate English to Hinglish: ', 'input': ""S APART FROM THIS Jenkins's role as director makes her the first female director of a live-action, theatrically released comic book superhero film."", 'target': 'Iske alawa Jenkin ka role as a director use pahli women director bana deta hai kisi bhi live-action theatrically released comic book superhero film ka'}"
84,"{'prefix': 'translate English to Hinglish: ', 'input': 'ARE YOU LIKE THAT MOVIE', 'target': 'Tumhe wo movie pasand aayi?'}"
85,"{'prefix': 'translate English to Hinglish: ', 'input': 'YES I LIKE THAT. AND ALSO I ENJOYED THIS MOVIE.', 'target': 'Haan mujhe pasand aayi aur maine is movie ko enjoy bhi kiya'}"
86,"{'prefix': 'translate English to Hinglish: ', 'input': 'OH HOW MANY TIMES YOU SEE THIS MOVIE', 'target': 'Oh kitne baar dekh chuke ho ye movie?'}"
87,"{'prefix': 'translate English to Hinglish: ', 'input': '2 TIMES I WATCHED THIS MOVIE.', 'target': 'main ye movie 2 baar dekh chuka hu'}"
88,"{'prefix': 'translate English to Hinglish: ', 'input': 'ARE YOU LIKE THIS MOVIE DIRECTOR', 'target': 'Tumhe movie ki director pasand aayi kya?'}"
89,"{'prefix': 'translate English to Hinglish: ', 'input': 'ARE YOU FROM', 'target': 'Aap kaha se hai?'}"
90,"{'prefix': 'translate English to Hinglish: ', 'input': 'YEAH I LIKE THIS FILM DIRECTOR. ', 'target': 'Ha mujhe ye film director pasand hai'}"
91,"{'prefix': 'translate English to Hinglish: ', 'input': 'YEAH', 'target': 'Ha'}"
92,"{'prefix': 'translate English to Hinglish: ', 'input': 'WHAT YEAH', 'target': 'Kya ha'}"
93,"{'prefix': 'translate English to Hinglish: ', 'input': 'YES I AM HERE', 'target': 'Ha my yaha hoon'}"
94,"{'prefix': 'translate English to Hinglish: ', 'input': 'WHY DO LIKE THIS FILM?', 'target': 'Kyu ye film pasand hai'}"
95,"{'prefix': 'translate English to Hinglish: ', 'input': 'YES I LIKE THIS FILM', 'target': 'Ha mujhe ye movie pasand hai'}"
96,"{'prefix': 'translate English to Hinglish: ', 'input': 'BUT IAM NOT SEE THIS MOVIE', 'target': 'Lekin my ye movie nahi dekha'}"
97,"{'prefix': 'translate English to Hinglish: ', 'input': 'WHY DO DID NOT SEE THAT? DO YOU KNOW THIS MOVIE IS REALLY GOOD', 'target': 'Kyu dekh nahi sakte ho?tumhe pata hai  yah movie bahut achi hai'}"
98,"{'prefix': 'translate English to Hinglish: ', 'input': 'WHICH CHARECTER YOU LIKE THIS MOVIE', 'target': 'IS FILM ME KAUN SE BHUMIKA AAP KO ACHHA LAGA'}"
99,"{'prefix': 'translate English to Hinglish: ', 'input': 'I LIKE ALL THE CHARACTER IN THIS FILM', 'target': 'IS FILM MEMUJHE SAB BHUMIKA ACHHI LAGI'}"
100,"{'prefix': 'translate English to Hinglish: ', 'input': 'OH REALLY', 'target': 'SACH'}"
101,"{'prefix': 'translate English to Hinglish: ', 'input': 'THAT NICE', 'target': 'BEHTHAR'}"
102,"{'prefix': 'translate English to Hinglish: ', 'input': 'OK FINE', 'target': 'BAHUT ACHHA'}"
103,"{'prefix': 'translate English to Hinglish: ', 'input': ""Hey, have you seen The Avengers? It's a pretty good movie, you should check it out if you like Robert Downey Jr."", 'target': 'hey, kya tumne Avengers dekhi?The Avengers?ye pretty good movie he, tumhe check karna chahiye agar tum Robert Downey Jr, ko like karte ho.'}"
104,"{'prefix': 'translate English to Hinglish: ', 'input': 'YES, I KNOW AND ALSO I LIKE THE MOVIE', 'target': 'yes, me janata hu and me ye movie like karta hu'}"
105,"{'prefix': 'translate English to Hinglish: ', 'input': ""It's really great what Mark Ruffalo did as Bruce Banner/The Hulk, making him so calm yet ready to become a volcano don't you think?"", 'target': 'yah vaastav mein bahut achchha hai ki maark raphphaalo ne broos bainar / da halk ke roop mein kya kiya, jisase vah itana shaant ho gaya ki aap jvaalaamukhee banane ke lie taiyaar nahin hain?'}"
106,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yes, I think so', 'target': 'haan mujhe aisa lagata hai'}"
107,"{'prefix': 'translate English to Hinglish: ', 'input': ""I'm not always a big Joss Whedon fan, but he did a good job with the humor to spice up the team origin story. Were you surprised that it worked with so many characters?"", 'target': 'main hamesha ek bada  Joss Whedon prashansak nahin hoon, lekin unhonne teem kee mool kahaanee ko masaala dene ke lie haasy ke saath achchha kaam kiya. kya aap aashcharyachakit the ki isane kaee paatron ke saath kaam kiya?'}"
108,"{'prefix': 'translate English to Hinglish: ', 'input': 'Strictly, this may be his main potential', 'target': 'sakhtee se, yah usakee mukhy kshamata ho sakatee hai'}"
109,"{'prefix': 'translate English to Hinglish: ', 'input': 'I would say Robert Downey Jr. is also playing to his potential here, with his sharp tongue and sophistication. Who was your favorite character?', 'target': 'main kahoonga ki Robert Downey Jr bhee yahaan apanee kshamata ke saath khel rahe hain, apanee tej jeebh aur parishkaar ke saath. aapaka pasandeeda charitr kaun tha?'}"
110,"{'prefix': 'translate English to Hinglish: ', 'input': 'Robert Downey is my favorite favorite CHARACTER', 'target': 'Robert Downey mera sabase pasandeeda pasandeeda charitr hai'}"
111,"{'prefix': 'translate English to Hinglish: ', 'input': 'Did you think he made a good leadership figure of the Avengers or did anybody else stand out to you more that way?', 'target': 'kya aapako lagata hai ki unhonne evenjars kee achchhee leedaraship kee ya kisee aur ne aapako is tarah se khada kiya?'}"
112,"{'prefix': 'translate English to Hinglish: ', 'input': 'No, he is right', 'target': 'nahin, vah sahee hai'}"
113,"{'prefix': 'translate English to Hinglish: ', 'input': 'That opening with the Tesseract escape was pretty cool, setting the tone for the movie.', 'target': 'Tesseract se bachakar nikalana kaaphee achchha tha, philm ke lie ton set karana.'}"
114,"{'prefix': 'translate English to Hinglish: ', 'input': ""MAY BE  That was the reason for the film's success"", 'target': 'may bai yahee philm kee saphalata ka kaaran tha'}"
115,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yeah, it was pretty surprising when Hawkey got enslaved so early in the movie though.', 'target': 'Haan jab Hawkeye movie me itni jaldi enslave hogaya to wo kaafi surprising tha'}"
116,"{'prefix': 'translate English to Hinglish: ', 'input': 'It refers to   image capture skills', 'target': 'Wo image capture skills k baare me hai'}"
117,"{'prefix': 'translate English to Hinglish: ', 'input': 'PLEASE CHAT ME FAST', 'target': 'Please mujhse chat karo fast'}"
118,"{'prefix': 'translate English to Hinglish: ', 'input': ""I'm not sure about that, but Nick Fury is always so cool. Too bad the bad guys always have to get one up on them."", 'target': 'Main uske baare me sure nahi hu , but Nick Fury hamesha bahut cool rahta hai. Afsos bad guys hamesha ek kadam aage rahte hai'}"
119,"{'prefix': 'translate English to Hinglish: ', 'input': ""It's their nature and it's impossible"", 'target': 'Wo unka nature hai aur wo impossible hai'}"
120,"{'prefix': 'translate English to Hinglish: ', 'input': 'I guess so. I wonder what the deal is with the leader of those Chitauri? Very mysterious.', 'target': 'I guess so. Akhir Chitauri k leader ka kya mamla hai. Kaafi mysterious'}"
121,"{'prefix': 'translate English to Hinglish: ', 'input': 'It was a mystery to the last', 'target': 'Wo bilkul last tak mystery tha'}"
122,"{'prefix': 'translate English to Hinglish: ', 'input': 'For this film at least I guess. It was pretty sad when Coulson died. Did that scene get you?', 'target': 'At least is film k liye I guess. Jab Coulson mara kaafi sad tha. Kya us scene me feeling aayi?'}"
123,"{'prefix': 'translate English to Hinglish: ', 'input': 'There is a glimpse of seeing', 'target': 'Dekhne ki ek jhalak thi'}"
124,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yeah, a t least it brought the Avengers together finally, no need for them to be fighting each other the whole time.', 'target': 'Haan , at least sabhi avengers ko saath le aayi, pure time aapas  me ladne ki koi jarurat nai thi'}"
125,"{'prefix': 'translate English to Hinglish: ', 'input': 'There is no need', 'target': 'koi zarurat nhi'}"
126,"{'prefix': 'translate English to Hinglish: ', 'input': 'Absolutely. Beat on Loki, like the Hulk did. Who kicked the most butt do you think?', 'target': 'absolutely loki ko maro jaise hulk ne mara tha uski butt par lath kisne mari'}"
127,"{'prefix': 'translate English to Hinglish: ', 'input': 'I think so', 'target': 'muje lgta hai aisa'}"
128,"{'prefix': 'translate English to Hinglish: ', 'input': 'I loved that Hulk saved Iron Man when he was falling, such a great moment.', 'target': 'muje acha lga ki hulk ne Iron Man ko bachaya girne se kitna acha samay tha wo'}"
129,"{'prefix': 'translate English to Hinglish: ', 'input': 'I like Hulk too', 'target': 'muje bhi Hulk pasand hai'}"
130,"{'prefix': 'translate English to Hinglish: ', 'input': ""Yeah he's the best. It's great that the whole team had to work together to save the day in the end, don't you think?"", 'target': 'tumhe nhi lgta wo sabse acha hai, bhote badi baat hai ki puri team sath mai kaam krti hai din ko akhir mai bachane ke liye ?'}"
131,"{'prefix': 'translate English to Hinglish: ', 'input': 'I knew and I thought', 'target': 'muje pta hai mai soch rha tha'}"
132,"{'prefix': 'translate English to Hinglish: ', 'input': 'There were certainly some high stakes with that nuclear missile heading for New York.', 'target': 'kuch to bhote bada stake hai use nuclear missile mai jo new york ki teraf ja rhi thi'}"
133,"{'prefix': 'translate English to Hinglish: ', 'input': 'Hi there. What did you think of the movie?', 'target': 'namaste. aapane philm ke baare mein kya socha?'}"
134,"{'prefix': 'translate English to Hinglish: ', 'input': 'Hello?', 'target': 'namaste?'}"
135,"{'prefix': 'translate English to Hinglish: ', 'input': ""Hi, I think it's great, it would be good as a B roadway musical"", 'target': 'namaste, mujhe lagata hai ki yah bahut achchha hai, yah bee rodave sangeet ke roop mein achchha hoga'}"
136,"{'prefix': 'translate English to Hinglish: ', 'input': 'Why do you think it would be great as a Broadway musical?', 'target': 'aapako kya lagata hai ki brodave sangeet ke roop mein yah bahut achchha hoga?'}"
137,"{'prefix': 'translate English to Hinglish: ', 'input': 'mainly the singing but also since the story is about a journey.', 'target': 'mukhy roop se gaayan lekin jab se kahaanee ek yaatra ke baare mein hai.'}"
138,"{'prefix': 'translate English to Hinglish: ', 'input': 'What do you think?', 'target': 'tum kya sochate ho?'}"
139,"{'prefix': 'translate English to Hinglish: ', 'input': 'The music in movie is very catchy and enjoyable, so I agree.', 'target': 'philm mein sangeet bahut hee aakarshak aur aanandadaayak hai, isalie main sahamat hoon.'}"
140,"{'prefix': 'translate English to Hinglish: ', 'input': 'Whose journey did you find most compelling?', 'target': 'aapane kisakee yaatra ko sabase adhik sammohak paaya?'}"
141,"{'prefix': 'translate English to Hinglish: ', 'input': ""Anna's journey"", 'target': 'anna kee yaatra'}"
142,"{'prefix': 'translate English to Hinglish: ', 'input': 'Did you think the conclusion was satisfying for her character?', 'target': 'kya aapako lagata hai ki nishkarsh usake charitr ke lie santoshajanak tha?'}"
143,"{'prefix': 'translate English to Hinglish: ', 'input': 'She was trying to be herself and at the same time protect her sister so I think it was satisfying since that was accomplished.', 'target': 'vah khud hone kee koshish kar rahee thee aur saath hee saath apanee bahan kee raksha kar rahee thee, isalie mujhe lagata hai ki yah poora hone ke baad se santusht thee.'}"
144,"{'prefix': 'translate English to Hinglish: ', 'input': 'I agree', 'target': 'main sahamat hoon'}"
145,"{'prefix': 'translate English to Hinglish: ', 'input': 'Have you heard of the fairy tale that the movie was based on?', 'target': 'kya aapane paree katha ke baare mein suna hai jo philm par aadhaarit thee?'}"
146,"{'prefix': 'translate English to Hinglish: ', 'input': 'No, never.', 'target': 'nahin kabhee nahin.'}"
147,"{'prefix': 'translate English to Hinglish: ', 'input': 'Which character do you most admire?', 'target': 'aap kis charitr kee sabase adhik prashansa karate hain?'}"
148,"{'prefix': 'translate English to Hinglish: ', 'input': 'hello?', 'target': 'namaskar'}"
149,"{'prefix': 'translate English to Hinglish: ', 'input': 'Hello!', 'target': 'Hello!'}"
150,"{'prefix': 'translate English to Hinglish: ', 'input': 'What do you think of John Lee Hancock?', 'target': 'Tum John Lee Hancock k baare me kya sochte ho?'}"
151,"{'prefix': 'translate English to Hinglish: ', 'input': 'Hello.  ', 'target': 'Hello'}"
152,"{'prefix': 'translate English to Hinglish: ', 'input': 'Hey! Have you ever seen The Social Network?', 'target': 'hey! kya The social network dekha?'}"
153,"{'prefix': 'translate English to Hinglish: ', 'input': 'I have not, but I know it was filmed in 2010.', 'target': 'nahi yar. lekin muje patha hein ki voh 2010 mien filmed huva'}"
154,"{'prefix': 'translate English to Hinglish: ', 'input': 'Have you seen it?', 'target': 'aap dekha?'}"
155,"{'prefix': 'translate English to Hinglish: ', 'input': 'I personally enjoyed it. It tells the story of the founding of Facebook. Do you like movies based on reality?', 'target': 'mein personally enjoy kiya.. facebook ka story hein yar.. reality based movie dekhna pasand hein?'}"
156,"{'prefix': 'translate English to Hinglish: ', 'input': 'I do. I also like Jesse Eisenberg and Justin Timberlake. The movie got good reviews, so maybe I will watch it.', 'target': 'muje bhi.. muje jesse eisenberg aur justin timberlake pasand hein. yeh movie ache reviews nikli, maybe mein watch jarur karunga'}"
157,"{'prefix': 'translate English to Hinglish: ', 'input': ""I really would recommend it myself. It was extremely good. Jesse Eisenberg plays Zuckerburg in such an intense way. It's a great film."", 'target': 'tho mein jarur recommend karunga.. yeh ache hein.. kya jesse eisenberg yaani zuckerburg ka role play intense se kiya.. voh tho badiya film hein'}"
158,"{'prefix': 'translate English to Hinglish: ', 'input': 'Did you read the book the movie was based on? The Accidental Billionaires?', 'target': 'kya aap us book ko read kiya jo yeh movie? the accidental billionaires?'}"
159,"{'prefix': 'translate English to Hinglish: ', 'input': ""I just learned it was based on the book today. I'm definitely going to have to read it. "", 'target': 'mein kuch learn kiya hein us book se aaj.. mein definitely padunga'}"
160,"{'prefix': 'translate English to Hinglish: ', 'input': ""Apparently, the biographical part of the movie isn't exactly true to life, since the movie was based on the book. Mark Zuckerberg had no part in contributing to the movie."", 'target': 'acha tho biographical part tho is movie mein jarur sach kaha hoga.. kyon ki is movie tho book ka based hein.. mark zuckerberg tho koi contribute nahi deya hoga'}"
161,"{'prefix': 'translate English to Hinglish: ', 'input': 'That is certainly interesting to know. I always wondered about it myself. Apparently, Saverin was the only consultant with any true to life information.', 'target': 'Ye janna jarur interesting hai. Main hamesha is bare me sochta tha. Apparently, Saverin akela consultant tha jiske paas koi true to life information thi.'}"
162,"{'prefix': 'translate English to Hinglish: ', 'input': 'Was it weird to see Armie Hammer play two people?', 'target': 'Kya Armie Hammer ko do log play karte hue dekhna weird tha?'}"
163,"{'prefix': 'translate English to Hinglish: ', 'input': 'It was! To be honest with you they did such a good job that I had a hard time realizing they were both Armie Hammer. He is an amazing actor. I also think Facesmash is a hilarious startup name.', 'target': 'Wo tha! To be honest unhone itna accha kaam kiya ke mujhe realize nahi hua dono Armie Hammer the. Wo ek amazing actor hai. Main ye bhi sochta hu k Facesmash ek hilarious startup name hai'}"
164,"{'prefix': 'translate English to Hinglish: ', 'input': 'It is! and what a crazy story... basically he got dumped and made millions off of trying to get even with her.', 'target': 'Ye hai! Kya crazy story hai ..basically wo dumped hogaya aur usse badle lete huye millions kama liye'}"
165,"{'prefix': 'translate English to Hinglish: ', 'input': 'How contentious of a person. Based off what you know of him would you have be friendly with him if you were in school with him at the time?', 'target': 'Kinda contentious banda hai. Jitna tum abhi jaante ho, agar uske saath school me hote to kya uske sath friendly hote?'}"
