,translation
21,"{'prefix': 'translate English to Hinglish: ', 'input': 'shes suitable for this role', 'target': 'voh is role ke liye suitable hein'}"
22,"{'prefix': 'translate English to Hinglish: ', 'input': 'she pulled it out really good', 'target': 'isme tho yeh ache tarah pulled out kiya'}"
23,"{'prefix': 'translate English to Hinglish: ', 'input': 'It got a score of 51% on rotten tomatos', 'target': 'rotten tomatoes ne tho 51% score deya hein'}"
24,"{'prefix': 'translate English to Hinglish: ', 'input': 'i feel it should have been higher', 'target': 'muje bhi kuch aise hi feel huva'}"
25,"{'prefix': 'translate English to Hinglish: ', 'input': 'yes', 'target': 'haan'}"
26,"{'prefix': 'translate English to Hinglish: ', 'input': 'but the characters served justice ', 'target': 'lekin is character tho badiya justice deya hein'}"
27,"{'prefix': 'translate English to Hinglish: ', 'input': 'to the movie really well', 'target': 'is movie ke liye tho badiya hein'}"
28,"{'prefix': 'translate English to Hinglish: ', 'input': 'It also has Sharlto Copley  as the male lead', 'target': 'male lead tho Sharlto copley ne hi kiya'}"
29,"{'prefix': 'translate English to Hinglish: ', 'input': 'yes he is really good', 'target': 'haan voh tho badiya hein'}"
30,"{'prefix': 'translate English to Hinglish: ', 'input': 'has he been in anything else you know of?', 'target': 'kya aur kuch iske baare mein kuch patha hein?'}"
31,"{'prefix': 'translate English to Hinglish: ', 'input': 'yes i do', 'target': 'haan muje patha hein'}"
32,"{'prefix': 'translate English to Hinglish: ', 'input': 'tell me', 'target': 'to boliye'}"
33,"{'prefix': 'translate English to Hinglish: ', 'input': 'chappie', 'target': 'chappie'}"
34,"{'prefix': 'translate English to Hinglish: ', 'input': 'a team', 'target': 'yek team'}"
35,"{'prefix': 'translate English to Hinglish: ', 'input': 'free fire', 'target': 'free fire'}"
36,"{'prefix': 'translate English to Hinglish: ', 'input': 'oh nice', 'target': 'acha nice hein'}"
37,"{'prefix': 'translate English to Hinglish: ', 'input': 'hardcore henry also', 'target': 'hardcore henry bhi hein'}"
38,"{'prefix': 'translate English to Hinglish: ', 'input': 'hi', 'target': 'Namaste'}"
39,"{'prefix': 'translate English to Hinglish: ', 'input': 'Hey', 'target': 'thik hai'}"
40,"{'prefix': 'translate English to Hinglish: ', 'input': 'so what movie r we chating bout', 'target': 'To kis movie ke bare mei ham baat kar rahe hai'}"
41,"{'prefix': 'translate English to Hinglish: ', 'input': 'The notebook', 'target': 'ye Kitaab'}"
42,"{'prefix': 'translate English to Hinglish: ', 'input': ""It's a romantic drama"", 'target': 'Ye ek romantic natak hai'}"
43,"{'prefix': 'translate English to Hinglish: ', 'input': 'best and only romantiv film  i ever enjoyed', 'target': 'bahut aachi or keval ek romantic movie jisko mene hamesh maja liya hai'}"
44,"{'prefix': 'translate English to Hinglish: ', 'input': 'hello', 'target': 'Namaste'}"
45,"{'prefix': 'translate English to Hinglish: ', 'input': 'The movie is John Wick. Have you seen it before?', 'target': 'The movie is John Wick. Kya tunme isse pahle dekha hai>'}"
46,"{'prefix': 'translate English to Hinglish: ', 'input': 'I just watched it yesterday ', 'target': 'Haan, Kal I just watched it.'}"
47,"{'prefix': 'translate English to Hinglish: ', 'input': 'Did you enjoy it?', 'target': 'Kya tumne yeh enjoy kiya'}"
48,"{'prefix': 'translate English to Hinglish: ', 'input': 'yeah I thought it was awesome', 'target': 'Yeah mujhe lagta hain it was awesome'}"
49,"{'prefix': 'translate English to Hinglish: ', 'input': 'I thought the same thing when I watched it. Keanu was amazing in it.', 'target': 'Muje wohi lagta hain jab I watched it. Keanu was amazing in it.'}"
50,"{'prefix': 'translate English to Hinglish: ', 'input': 'I feel like they dont make movies like that anymore, like action movies', 'target': 'Mujhe lagta hain woh ab iski tarah do not make movies anymore, like action movies.'}"
51,"{'prefix': 'translate English to Hinglish: ', 'input': ""They really don't and they should start making this style."", 'target': 'Bilkul nahin and ab woh start making this style'}"
52,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yeah exactly ', 'target': 'yes exactly'}"
53,"{'prefix': 'translate English to Hinglish: ', 'input': 'It was nice to see John Leguizamo make a little bit of a comeback.', 'target': 'yah dekh ke achcha laga ki John Leguizamo ne ek chhota mota comeback kiya hai'}"
54,"{'prefix': 'translate English to Hinglish: ', 'input': 'I dont remember seeing him in the first one', 'target': 'Mujhe yad nahi first one me use dekhne ka'}"
55,"{'prefix': 'translate English to Hinglish: ', 'input': 'I would have had the same reaction as Wick  to anyone who killed the puppy my dead wife gave to me.', 'target': 'mera reaction bhi Wick ki tarah hi hota agar kisi ne mere us puppy ka mara hota jo ki mujhe meri dead wife ne diya tha'}"
56,"{'prefix': 'translate English to Hinglish: ', 'input': 'yeah your right I would have gone insane.', 'target': 'yes aap right ho mai bhi insane ho jata'}"
57,"{'prefix': 'translate English to Hinglish: ', 'input': ""It was interesting to see a part of the assassin world. John Wick's car was pretty beautiful until it got stolen."", 'target': 'bahut interesting tha assassin ki duniya ke part ko dekhna. John Wick ki car bahut beautiful thi chori hone se pahle.'}"
58,"{'prefix': 'translate English to Hinglish: ', 'input': 'I was thinking the same thing yesterday his car is cool.', 'target': 'mai bhi kal yahi soch raha tha ki uski car kitni cool hai.'}"
59,"{'prefix': 'translate English to Hinglish: ', 'input': 'Hi', 'target': 'HELLO'}"
60,"{'prefix': 'translate English to Hinglish: ', 'input': 'How’s it going?', 'target': 'KAISA CHAL RAHA HAI?'}"
61,"{'prefix': 'translate English to Hinglish: ', 'input': 'Pretty good. Are you a Marvel fan?', 'target': 'ACHA. KYA AAP MARVEL KA FAN HO?'}"
62,"{'prefix': 'translate English to Hinglish: ', 'input': 'Good to hear. Sure, what about you?', 'target': 'SUN KE ACHA LAGA. AAP KA BHAT KYA HAI?'}"
63,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yes, I am a huge Marvel fan. One of my favorites is the Avengers. Mark Ruffalo is great as The Hulk. ', 'target': 'HA MAIN BAHOOT BADA MARVEL FAN HUH . AVENGERS MERA FAVORITE AUR MARK RUFFALO BAHOOT BADIA THA HULK JAISAA.'}"
64,"{'prefix': 'translate English to Hinglish: ', 'input': 'Sure, I liked the Avengers a lot.', 'target': 'TEEK HAI , MERE KHO BHI AVENGERS PASANDH HAI'}"
65,"{'prefix': 'translate English to Hinglish: ', 'input': 'I also think Ruffalo is a great Hulk.', 'target': 'MAIN BHI YE SOCH RAHA KI MARK RUFFALO BADIA HAI HULK KE LIYA.'}"
66,"{'prefix': 'translate English to Hinglish: ', 'input': 'Is Avengers the movie we’re supposed to talk about?', 'target': 'kya Avengers aesi Movie he ki hame iske bare me talk karna chahiye?'}"
67,"{'prefix': 'translate English to Hinglish: ', 'input': 'Rotten Tomatoes gave it a 92% rating and average of 8/10. Yes, I believe so. ', 'target': 'Rottten Tomatoes ne ise 92% rating di he aur 8/10 ka average. ya , me aisa believe karta hu.'}"
68,"{'prefix': 'translate English to Hinglish: ', 'input': 'Okay then. Right, I’ve always experiened that IMDB gives movies a lower average rating than rotten tomatoes.', 'target': 'tab oke he. Right, me hamesha experience kiya he ki Rotten Tomatoes ke comparison me  IMDB movies ko lower average rating deta he.'}"
69,"{'prefix': 'translate English to Hinglish: ', 'input': 'Tha', 'target': 'not he it is tha'}"
70,"{'prefix': 'translate English to Hinglish: ', 'input': ""That's true"", 'target': 'ye to sure he'}"
71,"{'prefix': 'translate English to Hinglish: ', 'input': 'But I guess 92 and 80 are a fair assesment.', 'target': 'but mujhe lagta he ki 92 aur 80 to fair rating assessment he.'}"
72,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yeah, I think Joss Whedon was a good choice for director also. His vision was really inline with the comics. ', 'target': 'han, mujhe lagta he ki director ke liye bhi Joss Whedon good choice . uska vision comics ke sath vastav me inline tha.'}"
73,"{'prefix': 'translate English to Hinglish: ', 'input': 'Well, I can’t speak for the comics (haven’t read them), but this movie is a great mashup of all the heroes and their stories.', 'target': 'well, me comics ke regarding to kah nahi sakta (me unhe read nahi kiya ke), but ye movies all heroes aur unki stories ka ek great mashup ke.'}"
74,"{'prefix': 'translate English to Hinglish: ', 'input': 'I guess it’s just a very good movie with an amazing plot.', 'target': 'meraguess ye he ki ye ek very good movie he amazing plot ke sath'}"
75,"{'prefix': 'translate English to Hinglish: ', 'input': 'I agree. ', 'target': 'me agree karta hu.'}"
76,"{'prefix': 'translate English to Hinglish: ', 'input': ""Loki using Clint Barton to help him with the Tesseract was awesome too. I like him even though he's a bad guy"", 'target': 'Loki ka Clint Barton ko use karna  Tesseract ki liye help k liye bhi awesome tha. Mujhe wo pasand hai even though wo bad guy hai'}"
77,"{'prefix': 'translate English to Hinglish: ', 'input': 'Right, that was a great scene.', 'target': 'Haan, badhiya scene tha.'}"
78,"{'prefix': 'translate English to Hinglish: ', 'input': 'Loki’s a likable villain I’d say.', 'target': 'Main bolunga k Loki ek likable villain hai'}"
79,"{'prefix': 'translate English to Hinglish: ', 'input': 'It was interesting how it caused such a riff within The Avengers. Thor still felt like he had loyalty to him for a long time during the movie. ', 'target': 'Avengers me uska kaha suni karwarna kaafi interesting tha. Thor ko movie k doran aise lag raha tha uske liye loyalty hai'}"
80,"{'prefix': 'translate English to Hinglish: ', 'input': 'You think?', 'target': 'Tum ye sochte ho?'}"
81,"{'prefix': 'translate English to Hinglish: ', 'input': 'I thought he was pretty ruthless with him.', 'target': 'Mujhe to laga wo uske saath kaafi ruthless tha'}"
82,"{'prefix': 'translate English to Hinglish: ', 'input': 'That’s just my opinion obviously.', 'target': 'Wo bas mera opinion hai obviously.'}"
83,"{'prefix': 'translate English to Hinglish: ', 'input': 'I can see that somewhat but he could have done a lot more damage if he wanted to. ', 'target': 'Main wo dekh sakta hu but mujhe lagta hai wo bahut jyada damagar kar sakta tha agar wo chahta wo'}"
84,"{'prefix': 'translate English to Hinglish: ', 'input': 'Do you have a specific example on mind?', 'target': 'Tumhare mind me koi specific example hai?'}"
85,"{'prefix': 'translate English to Hinglish: ', 'input': 'The end fight scene definitely was. He could have killed him. ', 'target': 'Wo end fight scene definitely. Wo use maar sakta tha.'}"
86,"{'prefix': 'translate English to Hinglish: ', 'input': 'Oh, the one where Hulk ends up hitting him?', 'target': 'oh wha kha hai jise hulk maar rha hai?'}"
87,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yeah, that was classic. One of the funniest moments of the movie. I also liked when Iron Man fell back through the wormhole. It had everyone on edge I think. ', 'target': 'ha yeh classic tha film ke sabse majedar samay mai se ek muje bhi pasand aya maine wormhole ke madhyam se vapas gir gaya muje lgta hai ki yeh har kisi ke pass tha'}"
88,"{'prefix': 'translate English to Hinglish: ', 'input': 'Absolutely. Epic scenes.', 'target': 'bilkul mahakavya ke scenes hai'}"
89,"{'prefix': 'translate English to Hinglish: ', 'input': 'Can we talk about other movies or just this one?', 'target': 'kya hum isse movie ke bare mai charcha ker sakte hai?'}"
90,"{'prefix': 'translate English to Hinglish: ', 'input': 'You know, MCU', 'target': 'kya tum MCU jante ho?'}"
91,"{'prefix': 'translate English to Hinglish: ', 'input': 'I also like the way Nick Fury stood his ground with the Council. Just this one. ', 'target': 'muje bhi yeh pasand hai ki nick fury ne council ke sath apna ground bta diya sirk yeh ek'}"
92,"{'prefix': 'translate English to Hinglish: ', 'input': 'Understood.', 'target': 'samaj gya'}"
93,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yeah, Fury’s great too.', 'target': 'ha fury bhi bhota bada hai'}"
94,"{'prefix': 'translate English to Hinglish: ', 'input': 'So, any final thoughts?', 'target': 'to koi akhri sujhav?'}"
95,"{'prefix': 'translate English to Hinglish: ', 'input': ""It's crazy that the Council wanted him to drop a nuclear missile into New York. "", 'target': 'ye crazy baat hai ki council chahti hai ki nuclear missile new york par gire'}"
96,"{'prefix': 'translate English to Hinglish: ', 'input': 'Great examples, man.', 'target': 'great udahran, man'}"
97,"{'prefix': 'translate English to Hinglish: ', 'input': 'It was great talking to another MCU fan.', 'target': 'Another MCU fan se talk karna great tha'}"
98,"{'prefix': 'translate English to Hinglish: ', 'input': 'Take care now!', 'target': 'now dhyan rakhna'}"
99,"{'prefix': 'translate English to Hinglish: ', 'input': 'Definitely! You too!', 'target': 'Definitely! tum bhi!'}"
100,"{'prefix': 'translate English to Hinglish: ', 'input': 'Hello!', 'target': 'Hello?'}"
101,"{'prefix': 'translate English to Hinglish: ', 'input': 'Hello so the movie we will be talking about is Batman V. Superman', 'target': 'Hello to hum aaj jis movie k baare me baat karege wo hai Batman V Superman'}"
102,"{'prefix': 'translate English to Hinglish: ', 'input': ""Great! I haven't actually seen that yet, but have been really wanting to. Which actors play Batman and Superman?"", 'target': 'Great, maine abhi tak wo dekhi nahi hai, but sahi me dekhna chahta hu. Batman aur Superman kaun actors bane hai?'}"
103,"{'prefix': 'translate English to Hinglish: ', 'input': 'The actors are really great and you probably know all of them. Ben Affleck , Henry Cavill, Amy Adams, and Jesse Eisenberg to name a few.', 'target': 'Actor bohot aache hai, aur tum shaiyad sabko jante ho. Ben affleck, henry cavill, amy adams, aur jesse eisenberg kuch naam hai'}"
104,"{'prefix': 'translate English to Hinglish: ', 'input': 'Oh, that is a great cast? Henry Cavill played Superman in the latest Superman film right?', 'target': 'Oh ye to bohot aachi cast hai? Henry cavill ne superman ka kirdaar nibhaya tha na latest superman film me?'}"
105,"{'prefix': 'translate English to Hinglish: ', 'input': 'Sorry, a great cast!', 'target': 'Maaf karna, ek aachi cast!'}"
106,"{'prefix': 'translate English to Hinglish: ', 'input': 'I am not sure but the film is still a part of the DC extended universe. Also it will be featuring wonder woman.', 'target': 'Mai nahi bol sakta lekin film ek part hai DC extended universe ka. Aur vo naya kirdar wonder women bhi dikhayenge'}"
107,"{'prefix': 'translate English to Hinglish: ', 'input': 'Ooh, that is excellent. I am looking forward to seeing Wonder Woman! Are Batman and Superman enemies at the start of the film?', 'target': 'Ye to kaafi aacha hai. Mai wonder women ko deekhna chahunga! Kyaa batman aur superman dushman hai movie chalu hote samay'}"
108,"{'prefix': 'translate English to Hinglish: ', 'input': 'Well lex luthor manipulates batman into a battle with Superman because he is obssessed with cloning superman.', 'target': 'Kyaa lex luthor uksayega batman ko ek ladai ke liye superman ke saath kyunki vo obssessed hai clone superman se'}"
109,"{'prefix': 'translate English to Hinglish: ', 'input': 'Oh! So Batman is supposed to bring Superman to Lex Luthor?', 'target': 'Oh! batman superman ko lex luthor ke paas lekar jata hai'}"
110,"{'prefix': 'translate English to Hinglish: ', 'input': 'No that is not the case however he is manipulated into helping. By the way did I mention this is going to be the first time batman and superman are in a movie together?', 'target': 'Nahi ye case nahi hai jabki vo uksata hai madat karne ko. Kyaa maine bataya ke ye pehli baar hai ke batman aur superman ek saath movie me hai?'}"
111,"{'prefix': 'translate English to Hinglish: ', 'input': 'Really? The first time? That seems pretty amazing knowing that the characters have been around for so long! Very cool. Is the story set in Metropolis or Gotham?', 'target': 'Sahi me? Pehli baar? Ye kaafi aacha sunai deta hai ke kirdaar aas paas rahe hai itne samay se! Kaafi aacha. Ye story metropolis me hai ya gotham me?'}"
112,"{'prefix': 'translate English to Hinglish: ', 'input': 'The film appears to take place in both cities, and Batman comes to view Superman as a threat to humanity.', 'target': 'Film dono jagah hoti hai, aur batman superman ko ek khatre ke tarah deekhta hai manavta ke liye'}"
113,"{'prefix': 'translate English to Hinglish: ', 'input': 'That is interesting, to have the film set in both cities. So Batman sees it as his duty somewhat to take Superman down?', 'target': 'Yeh interesting hai, dono cities mein film set hona. to Batman ne Superman ko neecha le jana kuch hadd tak apni duty mani hai?'}"
114,"{'prefix': 'translate English to Hinglish: ', 'input': ""Well the relationships of the characters are quite complex because Clark Kent A.K.A. Superman learns of Batman's justice methods and tries to expose him. All this happening while Lex luthor makes moves to get approval to obtain kryptonite from a senator."", 'target': 'Khair characters ke relationships kafi complex hai kyunki  Clark Kent A.K.A. Superman Batman ke justice krne ke tarike sikh gya hai or use expose krne ki koshish krta hai. Ye sab tab hota hai jan Lex Luthor ek senator se kryptonite lene ka approval lene ke liye chaalein chalta hai.'}"
115,"{'prefix': 'translate English to Hinglish: ', 'input': 'Interesting. And so, I imagine Lois Lane is in this story? If so, does she serve a greater purpose? Does she know both superheroes?', 'target': 'Dilachasp. Aur isliye, mujhe lagta hai ki kahani mein Lois Lane hai? Agar aisa hai to, kya wo koi bada purpose serve kr rahi hai? Kya use dono superheroes ke baare mein pta hai?'}"
116,"{'prefix': 'translate English to Hinglish: ', 'input': 'Maybe but I am not sure. By the way do you usually care about reviews?', 'target': 'Shayad but main sure nhi huin. Vaise tum aamataur par reviews ki paravaah karte ho?'}"
117,"{'prefix': 'translate English to Hinglish: ', 'input': ""I will often read reviews to see what people have to say, but I don't change my mind about wanting to see a movie based on reviews. I think that I can't really know unless I see for myself. Do you care about reviews?"", 'target': 'Main aksar reviews ko padhta hoon ki logon ka kya kahana hai, lekin main reviews ke aadhaar par movie dekhne ke baare mein apana mann nahin badalata huin. Mujhe lagata hai ki main vaastav mein tab tak nahin jaan sakta jab tak ki main kud se nahi dekhta. Kya tum reviews ki paravaah karte ho?'}"
118,"{'prefix': 'translate English to Hinglish: ', 'input': 'Not usually I like to be my own judge however if the reviews are overwhelmingly bad or good then it may influence whether or not I watch in theatres. I have to say for this movies though the reviews are quite mixed. ', 'target': 'Aamataur par main apana khud ka judge banna pasand karta huin lekin agar reviews bahut bure ya achhe hai to yeh influence kar sakta hai ki main cinema main dekhta hoon ya nahin. Mujhe is movie ke lie kehna hoga, haalaanki reviews kaafi mixed hai.'}"
119,"{'prefix': 'translate English to Hinglish: ', 'input': 'Did you enjoy this film?', 'target': 'Kya tumne ye film enjoy ki?'}"
120,"{'prefix': 'translate English to Hinglish: ', 'input': 'I did. I really liked seeing the scenes where batman manages to subdue the superman.', 'target': 'Han. Mujhe vaastav mein un scenes ko dekhna pasand tha jahaan batman superman ko vash mein karne ke arrangements karta hai.'}"
121,"{'prefix': 'translate English to Hinglish: ', 'input': ""Cool. I guess that's one of the ultimate questions, which one could beat out the other. Do they team up at all in the film ?"", 'target': 'Badiya. Mujhe lagata hai ki yeh param savaalon mein se ek hai, kaun dusre ko hara sakta hai. Kya ve film mein team up krte hai?'}"
122,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yes in Batman chooses to save Supermans mother while Superman confonts Lex.', 'target': 'Han Batman Superman ki maa ko bachaane ko chunta hai jabaki superman Lex ka saamana karta hai.'}"
123,"{'prefix': 'translate English to Hinglish: ', 'input': ""Oh wow! The pairing of Batman and Superman's mom is a really cool part of the story, heartwarming."", 'target': 'tho acha hein! yeh tho batman aur superman ka mummy ka pairing hein jo bahut cool hein aur heartwarming hein'}"
124,"{'prefix': 'translate English to Hinglish: ', 'input': 'I know but the film ends with sadly the death of Superman.', 'target': 'muje patha tha lekin is film ka end tho superman ka mouth tho bada sad huva'}"
125,"{'prefix': 'translate English to Hinglish: ', 'input': 'Oh wow! I am surprised by that, I thought they would keep their story line going for another movie or two. ', 'target': 'are vah! mein tho surprised huva, lekin mein soch raha hoon ki is story line tho dusra movie se likha gaya hein'}"
126,"{'prefix': 'translate English to Hinglish: ', 'input': 'Dont worry the dirt on top of the coffin vibrates a nice wink from the Director.', 'target': 'coffin ka vibrates ke baare mein koi worry na kare. kyon ki is wink us director ka hein'}"
127,"{'prefix': 'translate English to Hinglish: ', 'input': ""Haha! That's the closing shot?!"", 'target': 'ha ha.. yeh tho closing shot nikhla'}"
128,"{'prefix': 'translate English to Hinglish: ', 'input': 'I believe so it is in the last scene.', 'target': 'mein believe kartha ki voh last scene se hein'}"
129,"{'prefix': 'translate English to Hinglish: ', 'input': 'Awesome! Take care.', 'target': 'awesome yar.. dhyan rakhna'}"
130,"{'prefix': 'translate English to Hinglish: ', 'input': 'what is the name of the movie?', 'target': 'movie ka nam kya tha?'}"
131,"{'prefix': 'translate English to Hinglish: ', 'input': ""Did you watch 'The Post'?"", 'target': ""kya tumne 'The Post' dekhi hai?""}"
132,"{'prefix': 'translate English to Hinglish: ', 'input': 'No, i didnt', 'target': 'nahi mene nahi kia'}"
133,"{'prefix': 'translate English to Hinglish: ', 'input': 'what genre is it?', 'target': 'konsa genre hai ye?'}"
134,"{'prefix': 'translate English to Hinglish: ', 'input': ""it is 'Historical, Political'"", 'target': ""ye 'Historical, Political' hai""}"
135,"{'prefix': 'translate English to Hinglish: ', 'input': 'directed by Steven Spielberg', 'target': 'Steven Spielberg ne isey direct kiya'}"
136,"{'prefix': 'translate English to Hinglish: ', 'input': 'oh. Does it have any actors that I might know of?', 'target': 'oh. Kya isme koi actor hai jiska mujhe pata ho?'}"
137,"{'prefix': 'translate English to Hinglish: ', 'input': 'Maryl Stree ', 'target': 'Maryl Stree'}"
138,"{'prefix': 'translate English to Hinglish: ', 'input': 'Streep', 'target': 'Streep'}"
139,"{'prefix': 'translate English to Hinglish: ', 'input': 'Tom Hanks', 'target': 'Tom Hanks'}"
140,"{'prefix': 'translate English to Hinglish: ', 'input': 'is it a new movie?', 'target': 'kya ye nayi movie hai?'}"
141,"{'prefix': 'translate English to Hinglish: ', 'input': 'yes, 2017', 'target': 'haan, 2017'}"
142,"{'prefix': 'translate English to Hinglish: ', 'input': 'oh, I guess im a bit behind the times. has it been well received?', 'target': 'oh, mujhe lagta hai main thoda samay mein piche hun. kya ye well received hai?'}"
143,"{'prefix': 'translate English to Hinglish: ', 'input': ""I think it's worth watching"", 'target': 'main sochta hun ye worth watching hai'}"
144,"{'prefix': 'translate English to Hinglish: ', 'input': 'do you want to know something about plot?', 'target': 'kya tum plot ke bare mei janana chahte ho?'}"
145,"{'prefix': 'translate English to Hinglish: ', 'input': 'what type of ""post"" is it named after? whats the movie about?', 'target': 'baad mei post ka kya naam tha? movie ke bare mei kya kahna hai?'}"
146,"{'prefix': 'translate English to Hinglish: ', 'input': 'yes please', 'target': 'haa please'}"
147,"{'prefix': 'translate English to Hinglish: ', 'input': 'The Post depicts the story of attempts by journalists at The Washington Post to publish the Pentagon Paers', 'target': 'Is post mei  pentagon paerss ko prakashit karne ke liye journalists ki attempts ki story hai'}"
148,"{'prefix': 'translate English to Hinglish: ', 'input': 'Papers', 'target': 'papers'}"
149,"{'prefix': 'translate English to Hinglish: ', 'input': 'oh. is that related to the vietnam war?', 'target': 'ye kya vietnam war se related hai?'}"
150,"{'prefix': 'translate English to Hinglish: ', 'input': 'is the movie about a government cover up?', 'target': 'ye movie government cover up ke bare mai hai?'}"
151,"{'prefix': 'translate English to Hinglish: ', 'input': 'the government always has something to hide ;)', 'target': 'goverment hamesh kuch chupane ki koshish karti hai ;)'}"
152,"{'prefix': 'translate English to Hinglish: ', 'input': 'isnt that the truth!', 'target': 'ye kya sach hai!'}"
153,"{'prefix': 'translate English to Hinglish: ', 'input': 'it sounds like a movie id enjoy', 'target': 'Mujhe lagta he ki me ye movie enjoy karunga'}"
154,"{'prefix': 'translate English to Hinglish: ', 'input': 'I think that this film is worth watching', 'target': 'Mujhe lagta he ye movie dekhne layak he'}"
155,"{'prefix': 'translate English to Hinglish: ', 'input': 'is it a long show?', 'target': 'Kya yaha lamba show he?'}"
156,"{'prefix': 'translate English to Hinglish: ', 'input': 'do you know the length?', 'target': 'Kya tumhe length pata he?'}"
157,"{'prefix': 'translate English to Hinglish: ', 'input': 'I dont know the length', 'target': 'Mujhe length nai pata.'}"
158,"{'prefix': 'translate English to Hinglish: ', 'input': 'but probably about 1.30h as usual...', 'target': 'Lekin probably 1.30h as usual..'}"
159,"{'prefix': 'translate English to Hinglish: ', 'input': 'do you know if it has won any awards?', 'target': 'Kya tumhe pata he agar koi award jita he?'}"
160,"{'prefix': 'translate English to Hinglish: ', 'input': ""I don't know"", 'target': 'Mujhe nahi pata'}"
161,"{'prefix': 'translate English to Hinglish: ', 'input': 'well thanks for telling me about the post. :)', 'target': 'Thanks mujhe post ke bare me batane ke liye.'}"
162,"{'prefix': 'translate English to Hinglish: ', 'input': 'What is the name of the movie?', 'target': 'Movie ka kya name hai?'}"
163,"{'prefix': 'translate English to Hinglish: ', 'input': 'Batman v Superman. Have you watched it ?', 'target': 'Batman vs Superman. Kya tumne yeh dekhi hai?'}"
164,"{'prefix': 'translate English to Hinglish: ', 'input': 'No, I havent, is it good?', 'target': 'Nhi, maine nhi, kya yeh achhi hai?'}"
165,"{'prefix': 'translate English to Hinglish: ', 'input': 'Are you still there?', 'target': 'Kya tum abhi bhi wahin ho?'}"
166,"{'prefix': 'translate English to Hinglish: ', 'input': ""It's better than Man of Steel, the superman movie"", 'target': 'superman movie is better than Man of Steel'}"
167,"{'prefix': 'translate English to Hinglish: ', 'input': 'But well below Dark Knight.', 'target': 'par achi blow hai Dark Knight'}"
168,"{'prefix': 'translate English to Hinglish: ', 'input': 'Jaws was such a good movie!', 'target': 'Jaws kya good movie thi!'}"
169,"{'prefix': 'translate English to Hinglish: ', 'input': 'I agree. It was well made.', 'target': 'me agree karta hu. yah well made thi.'}"
170,"{'prefix': 'translate English to Hinglish: ', 'input': 'The scares were well timed.', 'target': 'scares well timed the'}"
171,"{'prefix': 'translate English to Hinglish: ', 'input': 'I liked the soundtrack.', 'target': 'mene soundtrack like kiya'}"
172,"{'prefix': 'translate English to Hinglish: ', 'input': 'What was your favorite part?', 'target': 'tumhara favorite part kon sa tha?'}"
